Date,Open,High,Low,Close,Volume,Ticker,Daily_Return,Z_Score,Outlier_Z,Outlier_IQR,Streak
2022-01-24,156.88407733764427,159.11939476840692,151.66832669269064,158.4527130126953,162294600,AAPL,-0.0048643441180391545,-0.3198574010071309,False,False,-5
2022-01-25,155.86447825105273,159.57040071525032,153.9428965820871,156.6488037109375,115798400,AAPL,-0.011384527708359848,-0.7021392887417295,False,False,-6
2022-01-26,160.29586403596446,161.16842196351905,154.72718309601152,156.56053161621094,108275300,AAPL,-0.000563503152500644,-0.06769677080753114,False,False,-7
2022-01-27,159.26645936487785,160.6292188937634,155.17818077822113,156.09976196289062,121954600,AAPL,-0.0029430767037111893,-0.20721245415585046,False,False,-8
2022-01-28,162.46257810702824,167.01164715968335,159.6096019553616,166.99203491210938,179935700,AAPL,0.06977763971099549,4.056442451159346,True,True,1
2022-01-31,166.82540071085162,171.5705482844906,166.1881296985076,171.3548583984375,115541600,AAPL,0.026125937615074646,1.497119565707252,False,False,2
2022-02-01,170.59989317993646,171.41362933410613,168.93321134020488,171.18814086914062,86213900,AAPL,-0.0009729372768014777,-0.09170211479401644,False,False,-1
2022-02-02,171.32543772263608,172.4332979868797,169.93326714833051,172.39407348632812,84914300,AAPL,0.007044486908175163,0.37836379818914057,False,False,1
2022-02-03,171.06071151115776,172.7862303680274,168.746959829252,169.5116729736328,89418100,AAPL,-0.016719835284383477,-1.0149512553916902,False,False,-1
2022-02-04,168.53001022690665,170.90562127726093,167.54835821492657,169.22698974609375,82465400,AAPL,-0.0016794314075546657,-0.1331242475049236,False,False,-2
2022-02-07,169.68837067678015,170.75836779564654,167.81341170266444,168.51039123535156,77251200,AAPL,-0.004234540316632507,-0.2829316637531102,False,False,-3
2022-02-08,168.57911066263827,172.1327014444133,168.28461203735645,171.6222381591797,74829200,AAPL,0.018466795436264505,1.0480599203791952,False,False,1
2022-02-09,172.81981752201338,173.40879966630814,171.6909088658484,173.04559326171875,71285000,AAPL,0.00829353537050892,0.45159618458417783,False,False,2
2022-02-10,170.9448550221314,172.26026492516206,168.4023802889261,168.9619140625,90865900,AAPL,-0.023598862717309932,-1.4182723515554674,False,False,-1
2022-02-11,169.1681054721721,169.9043445353418,164.95680964270105,165.54580688476562,98670700,AAPL,-0.020218208326349463,-1.220062757538336,False,False,-2
2022-02-14,164.2990984096048,166.46855602542965,163.50396264767951,165.78140258789062,86185500,AAPL,0.0014231450953572367,0.04878148964868853,False,False,1
2022-02-15,167.8330301983069,169.77669680858907,167.1262396166007,169.61962890625,62527400,AAPL,0.02315233348520196,1.3227755484880654,False,False,2
2022-02-16,168.69689508661867,170.1595469185717,166.92991856527323,169.38404846191406,61177400,AAPL,-0.0013888748952878283,-0.11608876215941288,False,False,-1
2022-02-17,167.89194849865083,168.75580709374077,165.37892165346722,165.78140258789062,69589300,AAPL,-0.02126909769094043,-1.2816769689376024,False,False,-2
2022-02-18,166.70415983864797,167.4109355405672,163.1407580714809,164.2303924560547,82772700,AAPL,-0.009355754672262795,-0.5831912291846996,False,False,-3
2022-02-22,161.95296324654277,163.6315949695041,159.17488593776793,161.30508422851562,91162800,AAPL,-0.017812222109387155,-1.078998485322262,False,False,-4
2022-02-23,162.502695552278,163.10150398221023,156.818936011465,157.13307189941406,90009200,AAPL,-0.02586410929981109,-1.5510849829403297,False,False,-5
2022-02-24,149.78048479427957,159.86205643085455,149.21112475761413,159.7540740966797,141147500,AAPL,0.01668014355974279,0.9433075552624806,False,False,1
2022-02-25,160.83385456915977,162.090367887761,157.91834703084373,161.82533264160156,91974200,AAPL,0.012965294041067166,0.7255039202916082,False,False,2
2022-02-28,160.06816196139965,162.38486112479202,159.44971644975743,162.09036254882812,95056600,AAPL,0.0016377528962880916,0.06136406100207936,False,False,3
2022-03-01,161.67807486426554,163.54322257611173,158.99816920673908,160.20559692382812,83474400,AAPL,-0.011627869759574638,-0.7164065647186968,False,False,-1
2022-03-02,161.37376901896334,164.2892766091773,159.96018776566925,163.5039520263672,79724800,AAPL,0.020588263867630685,1.1724427610580928,False,False,1
2022-03-03,165.3789138092183,165.81084308627598,162.51249176371445,163.1800079345703,76678400,AAPL,-0.001981261540055179,-0.15082071129756433,False,False,-1
2022-03-04,161.47191984720897,162.5124684222201,159.1257725009118,160.17613220214844,83737200,AAPL,-0.0184083563326356,-1.1139501570121393,False,False,-2
2022-03-07,160.36265582763468,161.99220158513262,156.12191240746935,156.3771514892578,96418800,AAPL,-0.02371752058600196,-1.4252293265255422,False,False,-3
2022-03-08,155.90598466141114,159.89148955943892,152.94139129743706,154.55130004882812,131148300,AAPL,-0.011675947688272847,-0.7192253996619958,False,False,-4
2022-03-09,158.5171904285803,160.41178693209494,156.4851781973253,159.96022033691406,91454900,AAPL,0.03499757223897215,2.017268298382486,False,False,1
2022-03-10,157.26064889872916,157.447165177113,153.11807622105542,155.61148071289062,105342000,AAPL,-0.027186381807076554,-1.628610534663658,False,False,-1
2022-03-11,156.01394178449013,156.3575259685623,151.665230708696,151.89100646972656,96970100,AAPL,-0.023908738777625782,-1.4364405524443442,False,False,-2
2022-03-14,148.671187726746,151.29219668682538,147.34596655573256,147.85641479492188,108732100,AAPL,-0.02656241319731345,-1.5920269178493283,False,False,-3
2022-03-15,148.1312907310734,152.7156190595178,147.6208424416319,152.24441528320312,92964300,AAPL,0.029677444122850227,1.7053463116703031,False,False,1
2022-03-16,154.16847532887076,157.0643462164723,151.6259998194092,156.661865234375,102300200,AAPL,0.029015513921837988,1.6665369862446895,False,False,2
2022-03-17,155.69984300954386,158.04599097202535,154.73782812813226,157.67295837402344,75615400,AAPL,0.00645398379583817,0.3437422815753364,False,False,3
2022-03-18,157.56493454998656,161.46209362986437,156.82869565548296,160.9712677001953,123511700,AAPL,0.020918674706082552,1.1918149270871077,False,False,4
2022-03-21,160.50992724401203,163.29783055310392,160.01910120084528,162.3456268310547,95811400,AAPL,0.008537915806310803,0.4659243416106815,False,False,5
2022-03-22,162.4732228455479,166.31148589554496,161.88424061211234,165.72250366210938,81532000,AAPL,0.020800540778156185,1.1848886710472877,False,False,6
2022-03-23,164.90772175927947,169.47239748158006,164.57394870167656,167.0869903564453,98062700,AAPL,0.0082335631201782,0.448079979135277,False,False,7
2022-03-24,167.9213927494687,170.94488277941835,167.08699751675573,170.8761749267578,90131400,AAPL,0.022677915032337737,1.2949601381971196,False,False,8
2022-03-25,170.6896371902022,172.0639438588756,169.58036574981767,171.51422119140625,80546200,AAPL,0.0037339685589399263,0.1842663182033926,False,False,9
2022-03-28,169.01100841776184,172.50568683875068,168.84412938966062,172.37808227539062,90371900,AAPL,0.0050366732156881255,0.26064459627544606,False,False,10
2022-03-29,173.4481284807928,175.725553780917,173.10454422150926,175.67648315429688,100589400,AAPL,0.019134688327932192,1.0872188415804747,False,False,11
2022-03-30,175.27400355883873,176.31455249572932,173.45794099468702,174.50831604003906,92633200,AAPL,-0.0066495360863514374,-0.42452417091651884,False,False,-1
2022-03-31,174.5769971900877,174.7635134764267,171.20011173735605,171.40626525878906,103049300,AAPL,-0.017775948170505873,-1.0768717246813972,False,False,-2
2022-04-01,170.83684831034256,171.67125826717606,168.78519980232758,171.11170959472656,78751300,AAPL,-0.0017184649791989193,-0.13541280690612523,False,False,-3
2022-04-04,171.3669966643139,175.21507070313862,171.2393771112145,175.16598510742188,76468400,AAPL,0.02369373505938177,1.3545182153827813,False,False,1
2022-04-05,174.2432406248137,175.02856526846452,171.21975048299214,171.84800720214844,73401800,AAPL,-0.018941907604028585,-1.1452325564117662,False,False,-1
2022-04-06,169.19753570311426,170.44423791053993,167.00845598396842,168.67726135253906,89058800,AAPL,-0.01845087354361674,-1.1164429640703961,False,False,-2
2022-04-07,168.01958300227122,170.17921470325928,166.7336211021802,168.98159790039062,77594700,AAPL,0.0018042535514937175,0.07112608440208665,False,False,1
2022-04-08,168.62818685521674,168.62818685521674,166.0955227852114,166.9691925048828,76575500,AAPL,-0.011909020985196639,-0.7328906130251324,False,False,-1
2022-04-11,165.61451299486157,165.928633841103,162.46340353204835,162.7088165283203,72246700,AAPL,-0.025515940471700582,-1.5306716563803209,False,False,-2
2022-04-12,164.93718134727843,166.75322864931675,163.58249672741925,164.5837860107422,79265200,AAPL,0.011523465798766619,0.64096875120926,False,False,1
2022-04-13,164.3187163524491,167.90173991390134,163.71009694763094,167.2734832763672,70618900,AAPL,0.016342419449808077,0.9235066081739679,False,False,2
2022-04-14,167.48947048590375,168.12755331525187,162.01185016741871,162.25726318359375,75329400,AAPL,-0.029988136759761863,-1.7928789417484376,False,False,-1
2022-04-18,160.91239673580466,163.54323192882495,160.56882751734665,162.0413055419922,69023900,AAPL,-0.001330958241032354,-0.11269307741935086,False,False,-2
2022-04-19,161.99220039694603,164.74082870702364,160.90256619104744,164.32852172851562,67723800,AAPL,0.01411501949378402,0.7929129449536725,False,False,1
2022-04-20,165.66359329680822,165.7814017275046,163.05241024771163,164.1616668701172,67929800,AAPL,-0.0010153736955906822,-0.09419018496239573,False,False,-1
2022-04-21,165.81083486701775,168.38275818896258,162.865879009956,163.36651611328125,87227800,AAPL,-0.004843705427680978,-0.318647343437248,False,False,-2
2022-04-22,163.40581593701359,164.78993402071836,158.5368149070802,158.8214874267578,84882400,AAPL,-0.027821054122081135,-1.6658217155011144,False,False,-3
2022-04-25,158.16377751272768,160.1761672620124,155.55259437743032,159.89149475097656,96046400,AAPL,0.006737169771893647,0.3603456283993678,False,False,1
2022-04-26,159.27301921605053,159.36136429126918,153.84448546049006,153.9230194091797,95623200,AAPL,-0.03732828535434296,-2.22323582083302,False,True,-1
2022-04-27,153.04934130093488,156.85814023790502,152.52906702631245,153.69723510742188,88063200,AAPL,-0.0014668650772604597,-0.12066136867827258,False,False,-2
2022-04-28,156.3280907743164,161.50140133184425,156.01395492484127,160.63754272460938,130216800,AAPL,0.045155708964685015,2.6128453445773876,False,True,1
2022-04-29,158.87057095053723,163.15057467016825,154.36479144385027,154.7574462890625,131747600,AAPL,-0.03660474591314855,-2.180814312358804,False,True,-1
2022-05-02,153.83468735250372,155.326787567421,150.45780216717014,155.06175231933594,123055300,AAPL,0.0019663417662310056,0.08062940403273126,False,False,1
2022-05-03,155.24827964309745,157.76132169874938,153.45186941180674,156.5538787841797,88966500,AAPL,0.009622788615021305,0.5295310207050333,False,False,2
2022-05-04,156.74038046635485,163.42542850637253,156.33789953237485,162.973876953125,108256500,AAPL,0.04100823447367752,2.369676673666473,False,True,3
2022-05-05,160.84366707784005,161.0694428169404,152.10695632876542,153.89356994628906,130525300,AAPL,-0.055716334277594926,-3.3013370670267905,True,True,-1
2022-05-06,153.3725141927135,156.74453495515866,151.5734500834341,154.6210479736328,116124600,AAPL,0.0047271502480426,0.2424970974006595,False,False,1
2022-05-09,152.31077917916164,153.19557297112254,148.92894768803646,149.4893035888672,131577900,AAPL,-0.033189170892443665,-1.9805573029468981,False,False,-1
2022-05-10,152.89083834180113,154.09021465537515,150.3446125608553,151.8979034423828,115366700,AAPL,0.016112188602736888,0.910008049181892,False,False,1
2022-05-11,150.90495956472975,152.82199025284592,143.34496277337416,144.02330017089844,142689800,AAPL,-0.05184142172489781,-3.0741488498651495,True,True,-1
2022-05-12,140.35635871962023,143.728364519164,136.45347366831103,140.14990234375,182602000,AAPL,-0.026894244351797658,-1.6114823577749293,False,False,-2
2022-05-13,142.14558429881745,145.59625448116793,140.69060910842344,144.62298583984375,113990900,AAPL,0.03191642249683824,1.836618823793383,False,False,1
2022-05-16,143.08938461134267,145.02608166695018,141.7425351609862,143.0795440673828,86643800,AAPL,-0.010672174713431515,-0.6603736476578096,False,False,-1
2022-05-17,146.3434146138869,147.23803400578663,144.20026129048028,146.7169952392578,78336300,AAPL,0.02542258011503007,1.4558813353499833,False,False,1
2022-05-18,144.36741964547258,144.86879239266452,137.53490151723796,138.43936157226562,109742900,AAPL,-0.05641905120462354,-3.342537740241936,True,True,-1
2022-05-19,137.5152426451712,139.26514939022877,134.29069437332384,135.02801513671875,136095600,AAPL,-0.02464144876720009,-1.479399735126298,False,False,-2
2022-05-20,136.73855719175506,138.32133932083437,130.36811151110442,135.263916015625,137426100,AAPL,0.0017470513705426516,0.06777228961799929,False,False,1
2022-05-23,135.46058847747761,140.8381167482736,135.32295584352514,140.69065856933594,117726300,AAPL,0.040119661721785826,2.3175791729938,False,True,2
2022-05-24,138.42951103300464,139.5699040628069,135.0083469444269,137.98712158203125,104132700,AAPL,-0.019216179771966324,-1.1613132818483858,False,False,-1
2022-05-25,136.08971575030043,139.39291268865855,136.00124087715074,138.14439392089844,92482700,AAPL,0.0011397609940988485,0.03216652663693368,False,False,1
2022-05-26,135.0673319135833,141.89983463413682,134.82155832650707,141.34930419921875,90601500,AAPL,0.023199712904422576,1.3255534294431837,False,False,2
2022-05-27,142.93209356986327,147.1495619264336,142.80428649817537,147.11024475097656,90978500,AAPL,0.04075676625643876,2.3549329561837324,False,True,3
2022-05-31,146.54988348979353,148.11299992246586,144.35757226573517,146.32376098632812,103718400,AAPL,-0.005346220217223974,-0.3481100571323393,False,False,-1
2022-06-01,147.36583831364814,149.17474333360954,145.18336763808455,146.1959686279297,74286600,AAPL,-0.0008733534289784295,-0.0858634599760472,False,False,-2
2022-06-02,145.33082319437173,148.71266977766248,144.377220582194,148.6536865234375,72348100,AAPL,0.016811119475959924,0.9509867440162427,False,False,1
2022-06-03,144.41656444787193,145.4684826787646,142.0178266612746,142.92227172851562,88570300,AAPL,-0.03855548374858653,-2.295187125927057,False,True,-1
2022-06-06,144.54435641942476,146.05833007006927,142.45036072118282,143.66940307617188,71598400,AAPL,0.005227536188869397,0.27183499554498347,False,False,1
2022-06-07,141.9096766255686,146.48105939148104,141.66390303598558,146.1959686279297,67808200,AAPL,0.01758596818571223,0.9964165426361097,False,False,2
2022-06-08,146.06814706425965,147.33633206027957,144.9670862924701,145.45863342285156,53950200,AAPL,-0.005043471526596233,-0.3303597377802644,False,False,-1
2022-06-09,144.59353368240036,145.44882105467732,140.12045092928022,140.2285919189453,69473000,AAPL,-0.03595552481716502,-2.142750128629661,False,True,-2
2022-06-10,137.90847835562724,138.38035945755297,134.74291325358388,134.81173706054688,91437900,AAPL,-0.038628747420707765,-2.2994826146188867,False,True,-3
2022-06-13,130.62372056907952,132.9143318379119,129.21790307407372,129.6504669189453,122207100,AAPL,-0.0382850206824612,-2.279329730188329,False,True,-4
2022-06-14,130.87934957569854,131.62649584691928,129.25723497256138,130.51559448242188,84784300,AAPL,0.006672768591087452,0.35656975236307376,False,False,1
2022-06-15,132.01973022353556,135.01817091312645,129.9257495131237,133.1404571533203,91533000,AAPL,0.020111486917005594,1.1444890707687767,False,False,2
2022-06-16,129.84710666597098,130.15186352165608,126.85849136974434,127.86125183105469,108123900,AAPL,-0.039651398494044976,-2.3594411997405573,False,True,-1
2022-06-17,127.87107564040531,130.83018391739205,127.61546153618984,129.33587646484375,134520300,AAPL,0.011533006385214373,0.6415281209489031,False,False,1
2022-06-21,131.16443535080262,134.74289788395257,131.06613492456364,133.57301330566406,81000500,AAPL,0.03276072313912115,1.8861206267528257,False,False,2
2022-06-22,132.51128316690097,135.43107463782408,131.64617032424826,133.06182861328125,73409200,AAPL,-0.0038270057680965808,-0.2590376929203474,False,False,-1
2022-06-23,134.5069807437755,136.24704700188127,133.33709602733944,135.93246459960938,72433800,AAPL,0.021573700108023397,1.2302194204114658,False,False,1
2022-06-24,137.53488121755194,139.51091028418583,137.40708916408835,139.26513671875,89116800,AAPL,0.02451711685620528,1.4027935351273462,False,False,2
2022-06-27,140.2875481505987,141.06420101783954,138.58679927801467,139.26513671875,70207900,AAPL,0.0,-0.034658276431064,False,False,0
2022-06-28,139.72718457219997,140.99536950005523,134.99850383222812,135.11647033691406,67083400,AAPL,-0.02978969812246901,-1.7812443771977697,False,False,-1
2022-06-29,135.13613945781051,138.29186353568556,134.35948661563768,136.87620544433594,66242400,AAPL,0.013023838641092134,0.728936421831509,False,False,1
2022-06-30,134.9297150126528,136.0307760106686,131.50855048251,134.40867614746094,98964500,AAPL,-0.018027452535411492,-1.0916175615213815,False,False,-1
2022-07-01,133.74014164921843,136.68942454210836,133.36657601668242,136.58128356933594,71051600,AAPL,0.01616419031976335,0.9130569379554885,False,False,1
2022-07-05,135.44090360755794,139.2159820551499,134.6150930089742,139.1668243408203,73353800,AAPL,0.018930417872166316,1.0752423543609262,False,False,2
2022-07-06,138.96037976700046,141.68354006887108,138.69494011634768,140.5038299560547,74064300,AAPL,0.009607215092873211,0.5286179366847784,False,False,3
2022-07-07,140.86755844211166,144.07245506921953,140.85773290060996,143.87583923339844,66253700,AAPL,0.023999411819580985,1.3724402090363073,False,False,4
2022-07-08,142.80424710112618,145.05554104632404,142.54864802909546,144.5541534423828,64547800,AAPL,0.0047145803812411735,0.24176011931670568,False,False,5
2022-07-11,143.2073310252046,144.16093360400728,141.34928357800885,142.4208526611328,63141600,AAPL,-0.014757796510498022,-0.8999158616946673,False,False,-1
2022-07-12,143.29580384328963,145.94032961653699,142.59781536832085,143.3941192626953,77588800,AAPL,0.006833736657076761,0.3660073970672398,False,False,1
2022-07-13,140.57268974411542,143.9741883569345,139.71738731766604,143.03042602539062,71185600,AAPL,-0.0025363190567000427,-0.18336403347936203,False,False,-1
2022-07-14,141.64423829848138,146.43190306892052,140.82826817318988,145.96002197265625,78140700,AAPL,0.02048232693333074,1.1662316213464567,False,False,1
2022-07-15,147.24786517980246,148.30960883923063,145.69457436327764,147.6312713623047,76259900,AAPL,0.01145004890422352,0.6366642790040277,False,False,2
2022-07-18,148.19166459198905,149.0076347954927,144.21995456531678,144.58370971679688,81420900,AAPL,-0.020643063067774636,-1.244972220640896,False,False,-1
2022-07-19,145.41931789638997,148.67335787183444,144.42639797966964,148.44725036621094,82982400,AAPL,0.026721825418518863,1.53205678967083,False,False,1
2022-07-20,148.56520429371037,151.1212554478555,147.8278835762641,150.45274353027344,64823400,AAPL,0.01350980337537444,0.7574287968421864,False,False,2
2022-07-21,151.88805775611044,152.93997577721333,149.3713389403487,152.72369384765625,65086600,AAPL,0.015094110377095626,0.8503175725920312,False,False,3
2022-07-22,152.76304161776633,153.637995053217,150.81651886265266,151.48501586914062,66675400,AAPL,-0.00811058158239164,-0.5101860579715903,False,False,-1
2022-07-25,151.40635064916066,152.4189365975324,149.70560167774437,150.36427307128906,53623900,AAPL,-0.007398373967361316,-0.4684289405896613,False,False,-2
2022-07-26,149.68592491978026,150.50189494637155,148.25061571701698,149.03709411621094,55138700,AAPL,-0.008826424841284597,-0.5521563351180697,False,False,-3
2022-07-27,150.00053965418954,154.6702378768067,149.58764182197348,154.1393585205078,78620700,AAPL,0.03423486236465667,1.9725502062447153,False,False,1
2022-07-28,154.3261405347344,154.97498637932796,151.7995959592648,154.6898956298828,81378700,AAPL,0.0035716841866948457,0.17475149775205276,False,False,2
2022-07-29,158.51413057382698,160.86372535437394,156.8035410889223,159.7626495361328,101786900,AAPL,0.03279305274332378,1.8880161289197648,False,False,3
2022-08-01,158.287993908895,160.82437877972106,158.17002740354454,158.779541015625,67829400,AAPL,-0.006153556687763073,-0.39544463072515057,False,False,-1
2022-08-02,157.39340627106276,159.66435174491758,156.931350741657,157.30491638183594,59907000,AAPL,-0.00928724585268792,-0.579174520067424,False,False,-2
2022-08-03,158.12087978749662,163.77367187577843,158.0324049028353,163.3214569091797,82507500,AAPL,0.038247631833320694,2.2078210488942847,False,True,1
2022-08-04,163.2034517641096,164.3635106425103,161.6501612324897,163.0068359375,55474100,AAPL,-0.0019263909202980045,-0.14760361720636736,False,False,-1
2022-08-05,160.67369781797885,163.2726712063917,160.46695464111716,162.7804412841797,56697000,AAPL,-0.0013888660068656078,-0.11608824102641435,False,False,-2
2022-08-08,163.78459702908208,165.20222176015508,161.64832074077538,162.3079071044922,60276900,AAPL,-0.002902892853463568,-0.20485645329846514,False,False,-3
2022-08-09,161.47109366714804,163.24312423537512,160.71305544763848,162.3571014404297,63135500,AAPL,0.0003030926639071563,-0.016887789739716552,False,False,1
2022-08-10,165.07424565037454,166.7084528561764,164.30636805182522,166.61001586914062,70170500,AAPL,0.026194816185920677,1.5011579535413877,False,False,2
2022-08-11,167.4172679985858,168.3328236251765,165.57633257470778,165.87167358398438,57149200,AAPL,-0.004431560019393821,-0.29448303540533083,False,False,-1
2022-08-12,167.18100008673593,169.49447201390402,166.7675136783622,169.42556762695312,68039400,AAPL,0.021425563305535356,1.2215340796210372,False,False,1
2022-08-15,168.85456522976827,170.69550042466776,168.6872088503834,170.4986114501953,54091700,AAPL,0.006333423215112655,0.3366737495704174,False,False,2
2022-08-16,170.09496475942944,171.01052019393777,168.99237457923107,170.34107971191406,56377100,AAPL,-0.0009239473385814767,-0.08882980823955909,False,False,-1
2022-08-17,170.08512611334214,173.41259006684885,169.8882371550574,171.83746337890625,79542000,AAPL,0.008784631807682075,0.48038943410877527,False,False,1
2022-08-18,171.04991709522415,172.18204003423804,170.4297025169527,171.44369506835938,62290100,AAPL,-0.0022915160803940182,-0.1690111026747384,False,False,-1
2022-08-19,170.34108214913311,171.04005523372263,168.6478100500787,168.85455322265625,70346300,AAPL,-0.01510199511665189,-0.9200964119956515,False,False,-2
2022-08-22,167.0530078857762,167.22036427123675,164.54263206053483,164.96595764160156,69026800,AAPL,-0.023029261022811,-1.3848762963656827,False,False,-3
2022-08-23,164.4835473638596,166.0882216660332,164.06022183299058,164.63121032714844,54147100,AAPL,-0.0020291902598497114,-0.15363079804220078,False,False,-4
2022-08-24,164.71981604973067,165.49753265907893,163.6664368846458,164.92654418945312,53841500,AAPL,0.001793911748068977,0.07051973887806508,False,False,1
2022-08-25,166.15713573322356,167.49600175790545,165.73382519932846,167.38771057128906,51218200,AAPL,0.014922803323937694,0.8402737474824619,False,False,2
2022-08-26,167.91932427745144,168.3918608006587,161.01825109648692,161.0773162841797,78961000,AAPL,-0.03769926875498919,-2.2449867781109374,False,True,-1
2022-08-29,158.64574048345617,160.36854567341098,157.33642175815936,158.87217712402344,73314000,AAPL,-0.013689942265153299,-0.837306990168136,False,False,-2
2022-08-30,159.61048321715364,160.0337937500244,155.26901159376436,156.44052124023438,77906200,AAPL,-0.015305737781202478,-0.9320419545310029,False,False,-3
2022-08-31,157.81875651310324,158.084564879281,154.69802058402368,154.7767791748047,87991100,AAPL,-0.010634981603486193,-0.6581929955206941,False,False,-4
2022-09-01,154.20578537018633,155.95812264539694,152.26639832599292,155.50527954101562,74229900,AAPL,0.004706780759329288,0.24130282326870509,False,False,1
2022-09-02,157.26747699870455,157.86799816901853,152.56175963985066,153.38870239257812,76957800,AAPL,-0.013610966487341947,-0.8326765976325867,False,False,-1
2022-09-06,154.03842495785005,154.64878522236114,151.30162793601315,152.12857055664062,73714800,AAPL,-0.008215284543657941,-0.516324849177363,False,False,-2
2022-09-07,152.41409323627113,154.2353350897476,151.22289011406963,153.536376953125,87449600,AAPL,0.009254056561060153,0.507912061100003,False,False,1
2022-09-08,152.23687268905203,153.93014485598613,150.30732474708108,152.05967712402344,84923800,AAPL,-0.00961791504011067,-0.5985618332362265,False,False,-1
2022-09-09,153.05400095933032,155.36748802177217,152.34518854112125,154.92446899414062,68028800,AAPL,0.018839918144641254,1.0699363064255418,False,False,1
2022-09-12,157.10996654198559,161.70739290272505,156.82447975379577,160.89028930664062,104956000,AAPL,0.03850792809704995,2.2230823595138816,False,True,2
2022-09-13,157.4151508670422,158.04520467768552,150.98662815133733,151.44932556152344,122656600,AAPL,-0.05867951251628156,-3.4750698086110647,True,True,-1
2022-09-14,152.38454574724284,154.65866080063967,151.22289024182777,152.89646911621094,87965400,AAPL,0.009555298772853327,0.5255740547838305,False,False,1
2022-09-15,152.24668790524385,152.82753054970132,149.02751547416497,150.0021209716797,90481100,AAPL,-0.018930117623130793,-1.144541303459832,False,False,-1
2022-09-16,148.8601926989242,148.99801648832616,146.06431507986616,148.3581085205078,162278800,AAPL,-0.010959928036499367,-0.6772447805055998,False,False,-2
2022-09-19,146.989690339551,152.15810428972742,146.78296219367604,152.079345703125,81474200,AAPL,0.02508280281898312,1.4359600088500653,False,False,1
2022-09-20,151.01612178316293,155.62340128977206,150.70110246996018,154.46173095703125,107689800,AAPL,0.015665409677372732,0.8838131593260614,False,False,2
2022-09-21,154.89491678247586,156.2731696529989,151.21304637695786,151.3311767578125,101696800,AAPL,-0.020267506908164923,-1.2229531600336014,False,False,-1
2022-09-22,150.01198791697018,152.06950527712038,148.56483082094806,150.36639404296875,86652500,AAPL,-0.006375307028688271,-0.40844597305859637,False,False,-2
2022-09-23,148.84049957750184,149.1161471568303,146.2513651484526,148.09230041503906,96029900,AAPL,-0.015123682671274508,-0.9213679650442175,False,False,-3
2022-09-26,147.3342661670832,151.38039679019585,147.31457276382835,148.42701721191406,93339400,AAPL,0.002260190407853191,0.09785790870157778,False,False,1
2022-09-27,150.3664080888261,152.315634453065,147.619756600354,149.40162658691406,84442700,AAPL,0.006566253188316162,0.3503246967323293,False,False,2
2022-09-28,145.34565069913458,148.29903022974963,142.58916013289422,147.51145935058594,146691400,AAPL,-0.012651584052389975,-0.7764274869729869,False,False,-1
2022-09-29,143.82957793472042,144.43993818318944,138.49379277972724,140.2658233642578,128138200,AAPL,-0.049119139748374674,-2.914539986323939,False,True,-2
2022-09-30,139.0844911492741,140.8762153477741,135.85546393289223,136.05235290527344,124925300,AAPL,-0.03003918102018599,-1.7958716943239816,False,False,-3
2022-10-03,136.06221241134372,140.84668823250414,135.55028904590418,140.23631286621094,114311700,AAPL,0.030752573341018108,1.7683817187852162,False,False,1
