,Date,AAPL,GOOGL,JPM,MSFT,TSLA,SMA_20,SMA_50,Buy,Sell
0,2022-01-03,178.44313049316406,143.9983367919922,146.291015625,324.5045471191406,399.9266662597656,,,,
1,2022-01-04,176.1783905029297,143.41038513183594,151.83689880371094,318.9402160644531,383.1966552734375,,,,
2,2022-01-05,171.49208068847656,136.8312530517578,149.06100463867188,306.6968078613281,362.7066650390625,,,,
3,2022-01-06,168.6293182373047,136.803955078125,150.64462280273438,304.27337646484375,354.8999938964844,,,,
4,2022-01-07,168.79598999023438,136.07846069335938,152.13723754882812,304.4283447265625,342.32000732421875,,,,
5,2022-01-10,168.8155975341797,137.71963500976562,152.2828826904297,304.6513977050781,352.7066650390625,,,,
6,2022-01-11,171.64894104003906,138.77882385253906,152.43759155273438,305.3396911621094,354.79998779296875,,,,
7,2022-01-12,172.09011840820312,140.4617156982422,153.30218505859375,308.5289001464844,368.739990234375,,,,
8,2022-01-13,168.8155975341797,137.63771057128906,153.11109924316406,295.4713134765625,343.85333251953125,,,,
9,2022-01-14,169.67835998535156,138.52508544921875,143.70033264160156,300.70599365234375,349.8699951171875,,,,
10,2022-01-18,166.47239685058594,135.06642150878906,137.67529296875,293.3870544433594,343.5033264160156,,,,
11,2022-01-19,162.97238159179688,134.1909637451172,135.54559326171875,294.0461730957031,331.8833312988281,,,,
12,2022-01-20,161.2860565185547,132.3943634033203,134.38970947265625,292.3692321777344,332.0899963378906,,,,
13,2022-01-21,159.22723388671875,129.4586181640625,132.0415802001953,286.9696960449219,314.6333312988281,,,,
14,2022-01-24,158.4526824951172,129.9080047607422,131.9232635498047,287.2992248535156,310.0,,,,
15,2022-01-25,156.64878845214844,126.06552124023438,133.36123657226562,279.6604919433594,306.1333312988281,,,,
16,2022-01-26,156.560546875,128.3477783203125,134.62635803222656,287.62884521484375,312.4700012207031,,,,
17,2022-01-27,156.0997772216797,128.12132263183594,132.25091552734375,290.6630554199219,276.3666687011719,,,,
18,2022-01-28,166.9920196533203,132.4375762939453,133.43408203125,298.8254089355469,282.1166687011719,,,,
19,2022-01-31,171.35482788085938,134.37667846679688,135.24526977539062,301.46209716796875,312.239990234375,166.5327117919922,,171.35482788085938,
20,2022-02-01,171.18814086914062,136.70115661621094,137.56605529785156,299.31005859375,310.4166564941406,166.16996231079102,,,
21,2022-02-02,172.39404296875,146.98622131347656,136.4647979736328,303.8662109375,301.88665771484375,165.98074493408203,,,
22,2022-02-03,169.51165771484375,142.10984802246094,135.3362579345703,292.0298767089844,297.0466613769531,165.8817237854004,,,
23,2022-02-04,169.22698974609375,142.31146240234375,138.84934997558594,296.5764465332031,307.7733459472656,165.91160736083984,,,
24,2022-02-07,168.51039123535156,138.2475128173828,139.31353759765625,291.7391052246094,302.4466552734375,165.8973274230957,,,
25,2022-02-08,171.6222381591797,138.4441375732422,141.9346923828125,295.2386169433594,307.3333435058594,166.03765945434571,,,
26,2022-02-09,173.0456085205078,140.6221160888672,142.52627563476562,301.68511962890625,310.6666564941406,166.10749282836915,,,
27,2022-02-10,168.9619140625,137.67047119140625,141.9346923828125,293.1253662109375,301.51666259765625,165.951082611084,,,
28,2022-02-11,165.54580688476562,133.36268615722656,140.08714294433594,286.010009765625,286.6666564941406,165.78759307861327,,,165.54580688476562
29,2022-02-14,165.78140258789062,134.59765625,138.78565979003906,285.97119140625,291.9200134277344,165.59274520874024,,165.78140258789062,
30,2022-02-15,169.61965942382812,135.67276000976562,140.81521606445312,291.2737731933594,307.4766540527344,165.75010833740234,,,
31,2022-02-16,169.38404846191406,136.7945098876953,141.070068359375,290.9338073730469,307.7966613769531,166.0706916809082,,,
32,2022-02-17,165.78140258789062,131.63113403320312,137.8209228515625,282.4146728515625,292.1166687011719,166.295458984375,,,165.78140258789062
33,2022-02-18,164.23036193847656,129.509765625,138.46710205078125,279.6947021484375,285.6600036621094,166.54561538696288,,,
34,2022-02-22,161.30503845214844,128.92430114746094,138.22134399414062,279.4906921386719,273.84332275390625,166.68823318481446,,,
35,2022-02-23,157.133056640625,126.71403503417969,135.32716369628906,272.2537841796875,254.67999267578125,166.7124465942383,,,
36,2022-02-24,159.75404357910156,131.78207397460938,131.55921936035156,286.1642150878906,266.92333984375,166.87212142944335,,,
37,2022-02-25,161.82534790039062,133.5384521484375,134.67184448242188,288.80645751953125,269.9566650390625,167.1583999633789,,,
38,2022-02-28,162.09039306640625,134.13189697265625,129.0563507080078,290.244140625,290.1433410644531,166.9133186340332,,,
39,2022-03-01,160.20558166503906,133.1431884765625,124.18716430664062,286.5139465332031,288.1233215332031,166.3558563232422,,,
40,2022-03-02,163.5039825439453,133.6497039794922,126.7628402709961,291.6040344238281,293.2966613769531,165.9716484069824,,,
41,2022-03-03,163.18002319335938,132.98231506347656,125.86177825927734,287.45623779296875,279.7633361816406,165.51094741821288,,,
42,2022-03-04,160.17613220214844,131.00296020507812,122.32138061523438,281.5694885253906,279.42999267578125,165.04417114257814,,,
43,2022-03-07,156.377197265625,125.51283264160156,117.59781646728516,270.93267822265625,268.1933288574219,164.40168151855468,,,
44,2022-03-08,154.55128479003906,126.23385620117188,116.76959228515625,267.96026611328125,274.79998779296875,163.70372619628907,,,
45,2022-03-09,159.96018981933594,132.506103515625,121.44766235351562,280.2483825683594,286.3233337402344,163.12062377929686,,,
46,2022-03-10,155.61148071289062,131.5223846435547,120.00967407226562,277.421630859375,279.4333190917969,162.24891738891603,,,
47,2022-03-11,151.8909912109375,128.98089599609375,117.30658721923828,272.0595703125,265.1166687011719,161.3953712463379,,,
48,2022-03-14,147.85643005371094,125.0882568359375,118.47154235839844,268.5333557128906,255.4566650390625,160.51090240478516,,,
49,2022-03-15,152.24440002441406,128.31301879882812,120.57394409179688,278.93707275390625,267.2966613769531,159.83405227661132,164.46246948242188,,
50,2022-03-16,156.66183471679688,132.3675537109375,125.96190643310547,285.9700012207031,280.07666015625,159.18616104125977,164.02684356689454,,
51,2022-03-17,157.67295837402344,132.9222412109375,127.55461883544922,286.7762756347656,290.5333251953125,158.60060653686523,163.6567349243164,,
52,2022-03-18,160.97129821777344,135.1930694580078,127.50914001464844,291.8371887207031,301.7966613769531,158.36010131835937,163.44631927490235,160.97129821777344,
53,2022-03-21,162.34561157226562,135.16920471191406,127.09955596923828,290.6034851074219,307.0533447265625,158.26586380004883,163.32064514160157,,
54,2022-03-22,165.72250366210938,138.90994262695312,129.8026580810547,295.3634033203125,331.32666015625,158.4867370605469,163.25917541503907,,
55,2022-03-23,167.0869903564453,137.32833862304688,127.21791076660156,290.924072265625,333.03668212890625,158.98443374633788,163.22460327148437,,
56,2022-03-24,170.8761749267578,140.60226440429688,128.04611206054688,295.4022216796875,337.97332763671875,159.5405403137207,163.20914794921876,,
57,2022-03-25,171.51422119140625,140.70257568359375,129.1655731201172,294.9942321777344,336.8800048828125,160.02498397827148,163.19763000488283,,
58,2022-03-28,172.37811279296875,140.48655700683594,128.20994567871094,301.8134460449219,363.9466552734375,160.53936996459962,163.2688803100586,,
59,2022-03-29,175.67642211914062,141.52935791015625,128.4920654296875,306.38873291015625,366.5233459472656,161.3129119873047,163.38884155273436,,
60,2022-03-30,174.50830078125,140.96624755859375,127.90958404541016,304.883056640625,364.663330078125,161.8631278991699,163.54955963134765,,
61,2022-03-31,171.40626525878906,138.11492919921875,124.06886291503906,299.4918518066406,359.20001220703125,162.2744400024414,163.7182373046875,,
62,2022-04-01,171.11178588867188,139.19049072265625,123.14960479736328,300.570068359375,361.5299987792969,162.82122268676758,163.91475189208984,,
63,2022-04-04,175.16600036621094,141.99217224121094,123.69568634033203,305.9613342285156,381.8166809082031,163.7606628417969,164.23352722167968,,
64,2022-04-05,171.8479766845703,139.62799072265625,122.25619506835938,301.98828125,363.7533264160156,164.62549743652343,164.50143310546875,,
65,2022-04-06,168.67727661132812,135.61268615722656,120.55998229980469,290.9338073730469,348.586669921875,165.06135177612305,164.74200286865235,,
66,2022-04-07,168.98158264160156,134.9576873779297,120.19322967529297,292.7502746582031,352.4200134277344,165.7298568725586,164.99042358398438,,
67,2022-04-08,166.96920776367188,132.37449645996094,122.39372253417969,288.4761657714844,341.8299865722656,166.4837677001953,165.2078121948242,,
68,2022-04-11,162.7088623046875,127.94110107421875,121.9444808959961,277.10107421875,325.30999755859375,167.22638931274415,165.12214904785156,,162.7088623046875
69,2022-04-12,164.5837860107422,126.83967590332031,120.60580444335938,273.9926452636719,328.98333740234375,167.84335861206054,164.98672821044923,,
70,2022-04-13,167.27349853515625,129.00424194335938,116.71826934814453,279.3935852050781,340.7900085449219,168.37394180297852,164.90843536376954,,
71,2022-04-14,162.2572479248047,125.8619155883789,115.63636016845703,271.826416015625,328.3333435058594,168.60315628051757,164.70569946289064,,
72,2022-04-18,162.04129028320312,126.80193328857422,117.78185272216797,272.4966735839844,334.7633361816406,168.65665588378906,164.55629211425781,,
73,2022-04-19,164.32855224609375,129.11846923828125,120.2207260131836,277.1399230957031,342.7166748046875,168.75580291748048,164.4583233642578,,
74,2022-04-20,164.16165161132812,127.16293334960938,120.6424789428711,278.1696472167969,325.73333740234375,168.6777603149414,164.37134857177733,,
75,2022-04-21,163.36651611328125,123.95954132080078,119.70728302001953,272.7783508300781,336.260009765625,168.4917366027832,164.20623413085937,,
76,2022-04-22,158.8214874267578,118.8160171508789,116.26900482177734,266.1922912597656,335.01666259765625,167.8890022277832,163.92175170898437,,
77,2022-04-25,159.89149475097656,122.23095703125,116.23231506347656,272.69091796875,332.67333984375,167.30786590576173,163.74034332275392,,
78,2022-04-26,153.92303466796875,117.83726501464844,112.79402923583984,262.4912414550781,292.1400146484375,166.3851119995117,163.50788787841796,,
79,2022-04-27,153.69725036621094,113.51158905029297,111.32703399658203,275.1194152832031,293.836669921875,165.28615341186523,163.26620483398438,,
80,2022-04-28,160.6375274658203,117.71063232421875,113.08744049072266,281.34613037109375,292.5033264160156,164.59261474609374,163.0865621948242,,
81,2022-04-29,154.75741577148438,113.3278579711914,109.43827819824219,269.5824279785156,290.2533264160156,163.76017227172852,162.79402954101562,,
82,2022-05-02,155.06175231933594,115.784423828125,110.43767547607422,276.3336486816406,300.9800109863281,162.95767059326172,162.57963653564454,,
83,2022-05-03,156.55386352539062,116.53028106689453,112.80320739746094,273.72064208984375,303.0833435058594,162.0270637512207,162.42610656738282,,
84,2022-05-04,162.97384643554688,121.42353057861328,116.5348892211914,281.68603515625,317.5400085449219,161.58335723876954,162.45948272705078,162.97384643554688,
85,2022-05-05,153.89358520507812,115.70745086669922,113.61922454833984,269.41729736328125,291.09332275390625,160.84417266845702,162.39469329833983,,153.89358520507812
86,2022-05-06,154.62109375,114.95365905761719,113.43584442138672,266.872314453125,288.54998779296875,160.12614822387695,162.2920343017578,,
87,2022-05-09,149.4893341064453,111.74031829833984,111.73046112060547,257.01251220703125,262.3699951171875,159.2521545410156,162.0453140258789,,
88,2022-05-10,151.8979034423828,113.61140441894531,109.00735473632812,261.79180908203125,266.67999267578125,158.71160659790038,161.84146423339843,,
