Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,MSFT,TSLA,AAPL,MSFT,TSLA,AAPL,MSFT,TSLA,AAPL,MSFT,TSLA,AAPL,MSFT,TSLA
Date,,,,,,,,,,,,,,,
2021-05-04,124.76268005371094,238.75802612304688,224.53334045410156,128.31478827842903,242.0533797589674,227.81666564941406,123.64044873461123,236.80202097873325,219.23333740234375,128.02202969252124,241.82212248724872,226.31333923339844,137564700,32756100,89217900
2021-05-05,125.00664520263672,237.4861297607422,223.64666748046875,127.29988843260809,240.40568459382968,228.43333435058594,124.8797796797169,236.85982824705025,222.44667053222656,126.08007345167024,239.98172031267046,227.02000427246094,84000900,21901300,65705700
2021-05-06,126.60704803466797,240.62730407714844,221.17999267578125,126.61680119447594,240.75257026464385,227.0066680908203,124.06006618952057,235.77101921847165,216.6666717529297,124.80171581873422,237.46686169080553,226.9199981689453,78128300,26491100,83353800
2021-05-07,127.28154754638672,243.25779724121094,224.1233367919922,128.3079208226554,245.0307254048169,230.0,126.56795470962503,242.01480972352581,220.07333374023438,127.90715317224466,242.95908444287628,221.93333435058594,78973300,27032900,70407600
2021-05-10,123.99708557128906,238.17025756835938,209.67999267578125,126.62658120316634,242.55441256020535,221.68333435058594,123.95798429414883,238.11244692669274,209.20333862304688,126.49951510362119,241.72575905690567,221.63333129882812,88071200,29299900,94177200
2021-05-11,123.07823181152344,237.2548370361328,205.73333740234375,123.43012839060427,237.6113604206807,209.03334045410156,120.00884494360865,233.72825633008125,198.53334045410156,120.72243020113098,235.6360806074667,199.74667358398438,126142800,33641600,139511700
2021-05-12,120.00884246826172,230.2883758544922,196.6300048828125,121.83678798561996,235.47227789027514,206.80332946777344,119.50054079091288,229.39228170025686,195.58999633789062,120.62467824901435,233.34282660674376,200.8300018310547,112172300,36684400,101470800
2021-05-13,122.15936279296875,234.17152404785156,190.56333923339844,123.31282429547134,236.64785427436397,202.15333557128906,121.46533194640105,232.620208166941,186.5500030517578,121.77813468651334,232.98636182287154,200.51333618164062,105861300,29624300,132554700
2021-05-14,124.5835952758789,239.10488891601562,196.5800018310547,125.0137018854759,240.09734408331312,197.6233367919922,123.01958141071674,236.54185749414458,190.15333557128906,123.41058674145887,236.6285734518454,194.47000122070312,81918000,23901100,100112700
2021-05-17,123.43013000488281,236.2431182861328,192.27667236328125,124.07528990021518,237.60172694867597,196.57666015625,122.35487097046837,234.64363689109996,187.06666564941406,123.96776325099312,237.56319142820627,191.85000610351562,74244600,24970200,97171200
2021-05-18,122.04206848144531,234.2196807861328,192.6233367919922,124.1339383673377,237.4283032972884,198.75,121.97364310976869,234.04623418149055,187.7933349609375,123.71360895337953,237.29340691705676,189.3333282470703,63342900,20168000,110491800
2021-05-19,121.88567352294922,234.79916381835938,187.82000732421875,122.1104965529405,234.90539963544057,188.73666381835938,120.09682917810171,230.43387234833128,182.32666015625,120.39008503908883,231.1195642014023,184.18333435058594,92612000,25739800,118735200
2021-05-20,124.44672393798828,238.04417419433594,195.5933380126953,124.84750638658275,239.46386436275736,196.28334045410156,122.28642897889054,235.51384887433105,190.35667419433594,122.41350997859374,235.6104322512315,191.6666717529297,76857100,21800700,92463300
2021-05-21,122.60902404785156,236.7790069580078,193.6266632080078,125.12122331133726,239.83085887580378,198.89332580566406,122.39397075203622,236.36373086578163,193.3333282470703,124.94527129274346,239.0968753298311,198.70333862304688,79295400,21863100,78091800
2021-05-24,124.2414779663086,242.19696044921875,202.14666748046875,125.06258996981754,242.56395952418902,204.82666015625,123.1075706235096,239.03887328396996,191.21665954589844,123.1759960023181,239.3092890013529,193.86666870117188,63092900,21411500,103674300
2021-05-25,124.04596710205078,243.10479736328125,201.56333923339844,125.43403637255953,244.0995440791207,204.663330078125,123.47900975619554,242.23560606830273,198.57000732421875,124.94527412511385,243.15308904334714,202.43666076660156,72009500,17704300,84017700
2021-05-26,123.99708557128906,242.88265991210938,206.3766632080078,124.52494162597304,244.28303013741075,208.72332763671875,123.57675616428918,242.16798140161825,200.5,124.10461221897317,242.82470105729854,202.52000427246094,56575900,17771600,85917900
2021-05-27,122.46240234375,240.77731323242188,210.28334045410156,124.7693256123678,242.87304278179596,210.3766632080078,122.26690340551721,240.71936910222183,205.40333557128906,123.5963170673582,242.57365495139308,206.74667358398438,94625600,24426200,79111800
2021-05-28,121.80744934082031,241.13461303710938,208.4066619873047,122.9706879363348,243.45248109189532,211.8633270263672,121.7488011621574,241.01872479216328,207.4600067138672,122.74585748845195,242.40944267772443,209.5,71311100,18270200,68211000
2021-06-01,121.48489379882812,238.9326629638672,207.96665954589844,122.53082878890919,242.6895260844274,211.26666259765625,121.15254410936616,238.5077344602041,206.85000610351562,122.26690447420742,242.63158195831664,209.26666259765625,67637100,23213300,54254700
2021-06-02,122.24734497070312,238.83609008789062,201.7066650390625,122.42329699238253,240.73866745632938,207.7866668701172,121.26006567031901,237.42605251919264,199.7133331298828,121.4848886960278,239.6376848701333,206.7100067138672,59278900,19406700,69908400
2021-06-03,120.76154327392578,237.300537109375,190.94667053222656,122.04207853123913,237.90896522410046,201.51666259765625,120.36076073695506,234.68328086746874,190.4066619873047,121.87590368031279,236.827302143207,200.60000610351562,76229200,25307700,90335700
2021-06-04,123.05868530273438,242.2066192626953,199.68333435058594,123.32261707615766,243.03718605552368,200.20333862304688,121.0645647856299,239.0388795729667,192.39999389648438,121.27961809499506,239.28032323673594,193.23666381835938,75169300,25281100,72110700
2021-06-07,123.06845092773438,245.12330627441406,201.7100067138672,123.47900313915719,245.3937220468196,203.3333282470703,122.02251603226817,241.26020696970167,194.2933349609375,123.33237521856165,241.42438692176543,197.27667236328125,71057600,23079200,67631100
2021-06-08,123.88956451416016,243.9257354736328,201.19667053222656,125.57088967583601,247.24800296865635,207.69667053222656,123.37148561983427,243.8677766099774,198.5,123.75271376689696,246.42708853723312,207.6699981689453,74403800,22455000,78160200
2021-06-09,124.27079772949219,244.91079711914062,199.5933380126953,124.87685639052275,246.78440235278245,203.92999267578125,123.67451625303815,244.54381276226331,199.2100067138672,124.34900029049098,245.1232687272785,200.72332763671875,56877900,17937600,49753800
2021-06-10,123.27373504638672,248.4359130859375,203.3733367919922,125.30695678436511,248.64838473195024,205.52999877929688,123.10756020588629,244.9881045330119,200.1666717529297,124.16326489562331,245.58688022456346,201.2933349609375,71186400,24563600,71758800
2021-06-11,124.48585510253906,249.0636749267578,203.29666137695312,124.57383485098319,249.64311622270577,204.18666076660156,123.26396801386512,247.82745490044852,200.5066680908203,123.68429747068124,249.16022882734407,203.41000366210938,53522400,18999700,48615900
2021-06-14,127.54540252685547,250.9951934814453,205.89666748046875,127.6040506952494,251.05313760387736,208.49667358398438,124.21209986860133,248.01092381067556,203.05999755859375,124.94523180474035,249.0732818437695,204.07666015625,96906500,19150500,61272000
2021-06-15,126.7243423461914,249.51754760742188,199.7866668701172,127.66275811320399,251.0917651488653,205.59666442871094,126.47996494927916,248.86082785795654,199.41000366210938,127.01759820560862,250.8792935272023,205.56333923339844,62746300,18038900,53292300
2021-06-16,127.22283935546875,248.57113647460938,201.6233367919922,127.94620166352891,251.66159832150953,202.8333282470703,125.5708610386821,245.71243642456685,197.8333282470703,127.4378926114972,250.5219910680859,199.17999267578125,91815000,27220000,66432300
2021-06-17,128.82598876953125,251.97064208984375,205.53334045410156,129.56890564121335,252.79155657314612,207.1566619873047,126.73411873855628,247.24801859392045,200.44667053222656,126.8807541337841,247.30596272468455,200.6300048828125,96721700,27565500,68104200
2021-06-18,127.52590942382812,250.55093383789062,207.77000427246094,128.55228257491908,253.32270262724634,209.4499969482422,127.31085611782875,249.89421408793928,203.93333435058594,127.7702868246808,250.74410057522036,204.4566650390625,108953300,37202200,73682700
2021-06-21,129.32449340820312,253.6414337158203,206.94332885742188,129.4320200361711,254.50095793901875,210.4633331298828,126.30399301656993,249.09264278087616,202.9600067138672,127.36947465650123,250.92760895761074,208.16000366210938,79663300,26696100,74438100
2021-06-22,130.9666748046875,256.4228820800781,207.90333557128906,131.06443168821696,256.69329785095465,209.52333068847656,128.6597525600912,253.41930706163052,205.1666717529297,129.15829178424266,253.72836207780614,206.0833282470703,74783600,24694100,57476700
2021-06-23,130.69302368164062,256.1910400390625,218.85667419433594,131.29908974446735,257.69764618957555,219.06666564941406,130.23359300049012,255.37979284056348,210.01333618164062,130.76145650954527,256.88639899107653,210.6666717529297,60214200,19518700,93297600
2021-06-24,130.40953063964844,257.5624694824219,226.60667419433594,131.6118630068928,258.68277172504975,232.5399932861328,129.9403153955842,256.3842231128569,222.5366668701172,131.42613383723523,257.0506100457399,224.99667358398438,68711000,21446900,137947200
2021-06-25,130.11630249023438,255.94961547851562,223.9566650390625,130.87875877934593,258.1033037968489,231.27000427246094,129.82304662928087,255.6985340834192,222.89999389648438,130.45843681394894,257.1182241550708,229.86000061035156,70783700,25611100,97490100
2021-06-28,131.74876403808594,259.52294921875,229.57333374023438,132.2081948177629,259.69678157154965,231.56666564941406,130.35093224313096,256.8091249764496,223.44000244140625,130.40958044213394,257.0795406829496,223.8800048828125,62111300,19590000,64884600
2021-06-29,133.2638702392578,262.1112976074219,226.9199981689453,133.4202753370262,262.35274132840755,229.1699981689453,131.3284056301101,258.8083640092798,225.29666137695312,131.76828191642397,259.66788832997133,228.21665954589844,64556100,19937800,52143900
2021-06-30,133.87973022460938,261.62841796875,226.56666564941406,134.31960659055045,262.0726661761428,230.93666076660156,132.81423335434383,260.3729223714224,226.04666137695312,133.10748923684247,261.42561348954416,226.58999633789062,63261400,21656500,56774700
2021-07-01,134.18275451660156,262.304443359375,225.97332763671875,134.24140270940268,262.5362198815575,229.3300018310547,132.70670539157666,260.3728937462325,224.26666259765625,133.52782483763312,260.38253145258466,227.97332763671875,52485800,16725300,55903500
2021-07-02,136.812255859375,268.14739990234375,226.3000030517578,136.85134968212856,268.4854270180319,233.3333282470703,134.65195299080864,263.17366497271115,224.4199981689453,134.79857347065126,263.4827200198038,226.32666015625,78852600,26458000,81163500
2021-07-06,138.82591247558594,268.1570129394531,219.86000061035156,139.9304881404482,269.80847946217114,228.0,136.91977180863466,264.911994546403,217.13333129882812,136.91977180863466,268.51434487101903,227.23666381835938,108181800,31565600,69853500
2021-07-07,141.3185577392578,270.3493347167969,214.88333129882812,141.63135302793145,271.0833330016929,221.89999389648438,139.45151098591106,267.6644819315975,212.77333068847656,140.3117092164722,269.83747524788464,221.42333984375,104911600,23260000,56376000
2021-07-08,140.0184783935547,267.92523193359375,217.60333251953125,140.82002849752848,269.1903944407324,218.14332580566406,137.50627159938102,265.46248874918336,206.82000732421875,138.39580890191343,267.4230102236361,209.4566650390625,105575500,24618600,68319900
2021-07-09,141.84642028808594,268.4274597167969,218.98333740234375,142.37426891530228,268.5336808014434,219.6366729736328,139.44174008149082,265.89713436744273,214.89666748046875,139.53949700886304,266.28343840641656,217.72666931152344,99890800,23916700,54421500
2021-07-12,141.25010681152344,267.82867431640625,228.56666564941406,143.02918106026846,270.19480488995174,229.0800018310547,140.7613521166739,267.1139809234751,220.72000122070312,142.92165443077715,269.60569640968833,220.73333740234375,76299700,18931700,77781000
2021-07-13,142.36451721191406,271.3633117675781,222.84666442871094,144.14359208914843,273.1693052480677,231.0933380126953,140.39972801414208,267.896185077449,222.10000610351562,140.79072594190478,268.0217109967878,228.77333068847656,100827100,26120100,62898300
2021-07-14,145.79556274414062,272.8410339355469,217.7933349609375,146.20612993530744,273.95166900294385,226.20333862304688,144.35862232189876,270.94809420573137,217.6133270263672,144.76918951306558,272.68650643884115,223.5833282470703,127050800,23113700,64923600
2021-07-15,145.14059448242188,271.4117126464844,216.86666870117188,146.62641297695922,272.8410700755124,222.04666137695312,143.7818569854598,270.25277100423347,212.6266632080078,145.88351118749557,272.34851545658927,219.4633331298828,106820300,22604200,60628800
2021-07-16,143.0976104736328,271.14129638671875,214.74000549316406,146.39181260894236,274.3766481153408,218.89999389648438,142.59908601439943,269.89543854443895,214.06666564941406,145.12106223258928,272.4161262963488,218.22666931152344,93251400,26186800,49113000
2021-07-19,139.24623107910156,267.5292663574219,215.4066619873047,140.82980667753233,270.7742552906223,215.73333740234375,138.48377483066196,265.05688541600085,207.09666442871094,140.5169964650382,269.3835373269348,209.9633331298828,121434600,32935600,63891300
2021-07-20,142.86302185058594,269.7602233886719,220.1666717529297,143.79166790162552,271.3537459092012,220.79666137695312,139.74477876057173,266.80495486751335,213.5,140.23353355980825,268.5143656479928,217.3300018310547,96350000,26259700,46461300
2021-07-21,142.12986755371094,271.7689514160156,218.42999267578125,142.8434601888897,271.8848396458678,221.6199951171875,141.37719601915154,267.7996321780763,216.76333618164062,142.25694855475027,269.3545150504272,219.8699951171875,74993500,24364300,41859900
2021-07-22,143.4984130859375,276.34674072265625,216.4199981689453,144.86692056753935,276.61715641463866,220.72332763671875,142.53067320676791,273.7198327977843,214.86666870117188,142.65775422849268,274.12544159920793,218.81333923339844,77338200,23384100,45317100
2021-07-23,145.2187957763672,279.7559814453125,214.4600067138672,145.37520086194326,280.06500696204523,216.26666259765625,143.6156809382373,276.6944625563651,212.43333435058594,144.23151664043684,277.5346818630906,215.45333862304688,71447400,22768100,43814700
2021-07-26,145.63917541503906,279.1571350097656,219.2066650390625,146.4602799824032,279.7752448979074,222.73333740234375,144.37817955065944,276.82964417119246,215.70333862304688,144.93536723855144,279.10885806923653,216.99000549316406,72434100,23176100,76009800
2021-07-27,143.46908569335938,276.73309326171875,214.92666625976562,145.85421146271116,279.66902715530136,222.1666717529297,142.27652280868347,273.2659655945296,209.0800018310547,145.76622426436333,279.52416684362873,221.13333129882812,104818600,33604100,98439900
2021-07-28,141.71932983398438,276.424072265625,215.66000366210938,143.66457920057397,280.2195602635999,218.32333374023438,139.33420415472008,274.1158562811447,213.13333129882812,141.55315500100113,279.0992579270903,215.6666717529297,118931200,33566900,48019800
2021-07-29,142.36451721191406,276.6944580078125,225.78334045410156,143.25405465053123,278.74189570390115,227.89666748046875,141.3283592792896,276.2888196561791,216.26666259765625,141.43588594676658,276.44334714855825,216.59666442871094,56699500,18168300,91183800
2021-07-30,142.57955932617188,275.1588439941406,229.06666564941406,143.038990058725,276.8489495390509,232.50999450683594,140.8689174245079,274.193069397049,223.0,141.13284920856503,275.409954820777,223.9199981689453,70440600,20944800,88969200
2021-08-02,142.24720764160156,275.07196044921875,236.55667114257812,143.6450392737184,276.9552034530972,242.31333923339844,141.98327586121925,274.0289072556845,232.8000030517578,143.0683121632204,276.55923228454304,233.3333282470703,62880000,16267400,100847400
2021-08-03,144.04583740234375,277.293212890625,236.5800018310547,144.71053687305948,277.39946342817643,240.88333129882812,141.91485839054755,274.2800006972531,233.6699981689453,142.53069430623984,275.65141366890487,239.6666717529297,64786600,17879000,64860900
2021-08-04,143.64501953125,276.70416259765625,236.97332763671875,144.46612394001684,277.7471864708533,241.63333129882812,142.99008994933277,274.9078060448436,236.30999755859375,143.95782973398676,276.424079637782,237.0,56368300,16191300,51007800
2021-08-05,143.7525177001953,279.6111145019531,238.2100067138672,144.5149737738283,279.7173650578754,240.31666564941406,142.88253500512133,276.3081811316384,237.1366729736328,143.6743151650011,277.0614843102284,238.6666717529297,46397700,13900200,38758800
2021-08-06,143.06729125976562,279.55316162109375,233.03334045410156,144.01689744386482,279.5918008650478,238.77667236328125,142.56801978751224,277.7761395496052,232.5433349609375,143.2728824177294,278.6356932572146,237.3000030517578,54126800,16589300,46869000
2021-08-09,143.01832580566406,278.4618835449219,237.9199981689453,143.61550061721744,281.5716801206908,239.67666625976562,142.4603183242228,277.9596911719012,235.0433349609375,143.12601355653302,279.83329696760063,236.72332763671875,48908700,16117600,44145900
2021-08-10,142.53866577148438,276.63653564453125,236.663330078125,144.60430216687507,279.3503604705102,238.8633270263672,142.24497049035554,275.43898432576697,233.9600067138672,143.3610006082751,278.91575002193525,237.99667358398438,69023100,18616600,40296900
2021-08-11,142.7931671142578,277.1290283203125,235.94000244140625,143.6350854630747,278.78049460441196,238.39332580566406,142.4701038589951,276.07630808874427,234.73666381835938,142.97917458892059,277.38010967012855,237.57000732421875,48493500,13955900,29401800
2021-08-12,145.75946044921875,279.89117431640625,240.75,145.91609989817144,280.0457018111786,240.93333435058594,142.77358630713317,276.5399347983644,233.13333129882812,143.1162332344722,276.82001772470846,235.44667053222656,72282600,14561300,52377300
2021-08-13,145.9650421142578,282.82708740234375,239.05667114257812,146.29788971819715,282.8753643413786,243.3000030517578,145.15249183078768,279.3985700109456,238.1133270263672,145.83777070300374,279.5724318322928,241.23666381835938,59375000,18249000,50194500
2021-08-16,147.94259643554688,284.51727294921875,228.72332763671875,148.01113180908496,284.72974459233865,236.5,143.39037176189015,280.09400768966105,225.46665954589844,145.41684086363392,283.1555268919196,235.02333068847656,103296000,22507600,68032200
2021-08-17,147.0321044921875,283.0491943359375,221.90333557128906,148.49076616255022,283.38722132567307,224.86000061035156,145.95522713866825,281.1176452209921,216.27999877929688,147.07125687869845,282.3828370065338,224.22000122070312,92229700,20075300,71163900
2021-08-18,143.2826385498047,281.3171691894531,229.663330078125,147.55096588599457,285.2747454570945,231.92333984375,143.07704743235058,280.8720411523662,223.11666870117188,146.65031157772893,282.5847535147811,223.25,86326000,21813000,61048200
2021-08-19,143.61546325683594,287.16162109375,224.49000549316406,144.88813227113297,287.8389693688387,228.85000610351562,141.46172373769403,279.29486668933555,222.52999877929688,141.9805786920069,279.34323605347345,226.07000732421875,86960300,29850500,42940500
2021-08-20,145.0741729736328,294.5058898925781,226.75332641601562,145.37765255184942,295.93798337909834,230.7100067138672,143.6938159198485,288.4098733313422,224.56666564941406,144.33994240518913,290.0161319700058,227.61666870117188,60549600,40817600,44525700
2021-08-23,146.56222534179688,294.7865905761719,235.43333435058594,147.03212874723278,295.5123084404803,237.3766632080078,144.78048523349747,292.077255694568,226.9166717529297,145.1916525804989,293.4319231353699,228.47999572753906,60131800,22830200,60794700
2021-08-24,146.47412109375,292.822265625,236.163330078125,147.68805452972137,295.75416411720346,238.4066619873047,146.01400200564578,292.22234368388376,234.2133331298828,146.30769726540868,295.14455649009165,236.89332580566406,48606400,18175800,39249300
2021-08-25,145.2406005859375,292.2320251464844,237.06666564941406,147.15939642783155,294.7284811462343,238.99000549316406,144.69237747052765,290.693507101477,234.6666717529297,146.66011006790077,294.4478620221924,235.67666625976562,58991300,20006100,37936800
2021-08-26,144.4378662109375,289.4065246582031,233.72000122070312,145.98464744634347,292.63838377872025,238.46665954589844,144.40849817604698,289.2710727162614,232.5399932861328,145.23084796686985,291.24500350131405,236.10333251953125,48597200,17666100,39642900
2021-08-27,145.47552490234375,290.01617431640625,237.30667114257812,145.62236500952392,291.12893565694833,238.3333282470703,143.74273694783804,287.2197276707217,234.03334045410156,144.3790639962267,289.3097983902033,235.0,55802400,22605700,41501400
2021-08-30,149.90049743652344,293.7607727050781,243.6366729736328,150.2627279823977,294.37038014740307,243.6666717529297,145.48532997591,291.31268678224035,237.57666015625,145.86712924689024,291.370741821555,238.24000549316406,90956700,16348100,55812600
2021-08-31,148.63763427734375,292.1061706542969,245.24000549316406,149.5872403166816,294.64133935853647,246.79666137695312,148.1089799162903,291.73846902002873,242.14666748046875,149.45018454491938,294.5639424758335,244.3333282470703,86453100,26285300,62566200
2021-09-01,149.3033447265625,292.05780029296875,244.69667053222656,151.72141211238971,295.3090307450356,247.3300018310547,149.1369209108447,291.72881183267793,243.7566680908203,149.61662363000326,293.0641370435522,244.69332885742188,80313700,18983800,39612900
2021-09-02,150.4193878173828,291.3998107910156,244.1300048828125,151.46689743705474,293.5382504553408,246.99000549316406,149.19567000260434,290.4612148158913,243.51333618164062,150.63476334782075,292.41583318258716,244.8333282470703,71115500,16285600,38331900
2021-09-03,151.0557098388672,291.3902282714844,244.52333068847656,151.37877309131167,292.80295066862675,244.6666717529297,149.87114457990415,290.5387146525383,241.39999389648438,150.5270554483364,291.24506108634296,244.0833282470703,57808700,14747900,45738300
2021-09-07,153.39547729492188,290.4612731933594,250.97332763671875,153.95348484848995,291.34181429788396,253.39999389648438,151.14383353713905,288.5453971793564,246.4199981689453,151.71164039348162,291.264417395407,246.6666717529297,82278300,17180400,60119400
2021-09-08,151.84869384765625,290.4902648925781,251.2899932861328,153.7381069467454,290.87730841628627,254.81666564941406,150.74244818444078,287.83898574917305,246.92333984375,153.67937088285103,290.0741938428301,253.86000061035156,74420200,15046800,56379000
2021-09-09,150.83055114746094,287.6261291503906,251.6199951171875,152.82765179688866,292.3578229597053,254.03334045410156,150.7130640942289,287.38422323857367,250.5433349609375,152.2206926173688,291.08055265822435,251.1366729736328,57305700,19927000,42233100
2021-09-10,145.83778381347656,286.1359558105469,245.42333984375,152.21090030495253,290.2096722757966,254.20333862304688,145.57345660401688,285.8166530274544,244.83999633789062,151.74099688432676,288.75823692995704,253.1999969482422,140893200,19633400,45552600
2021-09-13,146.40560913085938,287.37457275390625,247.6666717529297,148.236286286438,288.87440730860834,248.25999450683594,145.62242670552294,284.55878405189975,236.28334045410156,147.46290316436924,287.9164397003886,246.73666381835938,102404300,23652900,68857500
2021-09-14,145.00559997558594,290.0838623046875,248.163330078125,147.8935847454844,291.6320658371256,251.49000549316406,143.8210499979133,288.44857619930013,245.46665954589844,147.1887223877142,289.86129826524393,247.52333068847656,109296300,21853400,55574700
2021-09-15,145.8965301513672,294.9510803222656,251.94332885742188,146.29791317586614,295.4348922001529,252.2866668701172,143.2924550814451,292.04820905494216,246.1199951171875,145.43641106239744,293.4415896256201,248.3333282470703,83281300,28356300,46073100
2021-09-16,145.6615447998047,295.33807373046875,252.3300018310547,145.837767899535,295.42515631014606,252.97000122070312,144.12456328294863,291.0224807813531,249.20333862304688,145.31891283926268,293.925351555378,250.94332885742188,68034100,19550800,41770200
2021-09-17,142.98898315429688,290.1612854003906,253.163330078125,145.69096176910773,294.641387411537,253.67999267578125,142.69528787817018,289.83229691858133,250.0,145.69096176910773,294.32208461521674,252.38333129882812,129868800,41372500,84612600
2021-09-20,139.9345703125,284.7716064453125,243.38999938964844,141.7946152611483,289.0485156418267,247.3333282470703,138.29968524042357,280.14636693580707,239.5399932861328,140.7764886965952,286.73588112231,244.85333251953125,123478900,38278700,74273100
2021-09-21,140.41424560546875,285.2554016113281,246.4600067138672,141.5596584283987,287.90671013366995,248.24667358398438,139.77791842647125,284.54905534130063,243.47999572753906,140.90373264714654,286.116600717477,244.92999267578125,75834000,22364100,48992100
2021-09-22,142.7833709716797,288.9130859375,250.64666748046875,143.35116277449677,290.50000305978375,251.22332763671875,140.67856780429392,284.97487972214134,246.3733367919922,141.412798340786,287.1230056257612,247.8433380126953,76404300,26626300,45378900
2021-09-23,143.74276733398438,289.861328125,251.2133331298828,143.98751085632557,291.1579402272472,252.73333740234375,142.57778577756685,287.8970533651699,249.30667114257812,143.56654423015996,289.17432362572237,251.6666717529297,64838200,18604600,35842500
2021-09-24,143.8308563232422,289.65814208984375,258.1300048828125,144.36929500348063,290.0935550094492,258.26666259765625,142.49945110390598,287.3164798916889,248.18666076660156,142.5973544777521,288.5744083394524,248.6300048828125,53477900,14999000,64119000
2021-09-27,142.31346130371094,284.6458435058594,263.78668212890625,142.8910673802959,286.8713659435622,266.3333435058594,140.7960633866369,283.4556558635324,256.4366760253906,142.41136468969736,286.5520631529288,257.7066650390625,74150700,23571700,84212100
2021-09-28,138.92623901367188,274.3406066894531,259.1866760253906,141.7065222907774,281.36556281548087,265.21331787109375,138.7108634842379,273.595547218021,255.39332580566406,140.2380609198885,280.4172811458642,262.3999938964844,108972300,43186200,76144200
2021-09-29,139.82688903808594,274.8050842285156,260.4366760253906,141.41282248756633,277.48539079265004,264.5,139.04370667783795,273.8471463773085,256.8933410644531,139.4744577228724,275.8694760240385,259.9333190917969,74602000,26353700,62828700
2021-09-30,138.5248260498047,272.79248046875,258.49334716796875,141.34427605273183,278.5111104233901,263.0433349609375,138.30945056691672,272.5021756474461,258.3333435058594,140.63941355200004,276.4597529494466,260.3333435058594,89056700,32343600,53868000
2021-10-01,139.65066528320312,279.7400817871094,258.40667724609375,139.91499250291432,280.5915955632899,260.260009765625,136.1851031474959,272.18294131781494,254.52999877929688,138.91643462464168,272.98605618016694,259.4666748046875,94639600,30086300,51094200
2021-10-04,136.21446228027344,273.9438781738281,260.510009765625,139.219920083201,278.43366544147926,268.989990234375,135.36275955212915,271.1764891050376,258.7066650390625,138.77936976647533,278.09499130654007,265.5,98322000,31350700,91449900
2021-10-05,138.1430206298828,279.4109802246094,260.1966552734375,139.24926602115937,280.99786745988877,265.7699890136719,136.42981614361935,274.85345213293385,258.0666809082031,136.55708754274536,274.85345213293385,261.6000061035156,80861100,24993000,55297800
2021-10-06,139.0143280029297,283.62017822265625,260.9166564941406,139.16116814887556,284.1233614627478,262.2200012207031,135.46064709144002,276.2662614750365,257.739990234375,136.53752462157624,276.52750925233056,258.73333740234375,83221100,28002600,43898400
2021-10-07,140.2771759033203,285.3038024902344,264.53668212890625,141.18762947818155,287.03585686969717,268.3333435058594,139.71916849895038,284.4039196983198,261.1266784667969,140.05201606913297,285.62310526075913,261.82000732421875,61732700,20430500,57587400
2021-10-08,139.89541625976562,285.3038024902344,261.8299865722656,141.1485021218367,287.03585686969717,265.4599914550781,139.56256859533212,284.2490963906474,260.3033447265625,141.00166195751657,286.62944199586633,265.4033203125,58773200,17685700,50215800
2021-10-11,139.8072967529297,284.70391845703125,263.9800109863281,141.76524506387435,288.3228214749395,267.0799865722656,138.82832259745734,283.2718248179271,261.8333435058594,139.27865728167708,283.436333832164,262.54998779296875,64452200,19298600,42600900
2021-10-12,138.53463745117188,283.39752197265625,268.5733337402344,140.2380579834007,285.87463530325664,270.7733459472656,138.0745183695577,282.88468279552853,265.5233459472656,140.21847431623635,285.7778670655963,266.9766540527344,73035900,17974100,66060000
2021-10-13,137.9472198486328,286.716552734375,270.3599853515625,138.42690751330062,287.65514882778945,271.8033447265625,136.273167858214,283.9878470364655,268.59332275390625,138.2702830375893,285.3618855710783,270.15667724609375,78762700,23416300,42360300
2021-10-14,140.7373046875,292.9479675292969,272.7733459472656,140.8547917318437,293.45112103777825,273.4166564941406,138.53461306502766,288.1872476816614,271.1166687011719,139.1220034728704,289.52257262171236,271.8299865722656,69907100,27262900,36741600
2021-10-15,141.79458618164062,294.36077880859375,281.010009765625,141.85332222974756,294.5930285619211,281.07000732421875,140.49254900942697,290.7902452200599,274.1166687011719,140.7470918018334,292.5513273292696,274.5799865722656,67940300,25384800,56773800
2021-10-18,143.46864318847656,297.341064453125,290.03668212890625,143.75253907676628,298.2312616290106,291.7533264160156,140.14992191440837,292.8899899851107,283.8233337402344,140.43381780269812,293.74150347823866,283.92999267578125,85589200,22729300,72621600
2021-10-19,145.63218688964844,298.2506408691406,288.0899963378906,146.03356986995644,299.28597570650606,292.6499938964844,143.4686624173773,297.27333155744253,287.5033264160156,143.91898215404882,298.3667509795345,292.510009765625,76378900,17682100,52143300
2021-10-20,146.1216583251953,297.45721435546875,288.6000061035156,146.60136097751123,299.67308096523396,289.8299865722656,145.00562852862774,296.1992857888648,285.7933349609375,145.57343525852468,299.1989252574953,288.45001220703125,58418800,16537100,42096300
2021-10-21,146.33706665039062,300.69873046875,298.0,146.4937061154404,300.9502925339426,300.0,144.76091751098588,296.44116284819944,285.1666564941406,145.68115569570142,297.2249651602557,285.3333435058594,61421000,16918100,94444500
2021-10-22,145.56370544433594,299.1505126953125,303.2266540527344,147.02236773521167,301.01801913734624,303.3333435058594,145.51475373690516,297.83452925726135,296.9866638183594,146.54267984109606,300.35035649773357,298.5,58883400,17449300,68642400
